Position,Job URL,Job ID,Job Title,Company URL,Company ID,Company Logo,Company Name,Location,Work Type,Posted Date,Response Time
110,https://www.linkedin.com/jobs/view/4082838902/,4082838902,Data Analyst,https://www.linkedin.com/company/equativ/,202220,https://media.licdn.com/dms/image/v2/C560BAQEYRYirV03Gew/company-logo_400_400/company-logo_400_400/0/1654685540077/smartadserver_logo?e=1740614400&v=beta&t=DGhP52ZVwql8p1u_1nEAv3A10fs7G3ktBMrMNxsBIz0,Equativ,Greater Paris Metropolitan Region,Hybrid,26/11/2024,
111,https://www.linkedin.com/jobs/view/4003505924/,4003505924,Data Analyst and Quality Lead - Professional Product Division,https://www.linkedin.com/company/lor%C3%A9al/,1662,https://media.licdn.com/dms/image/v2/D4E0BAQFEB_g-FWxSrQ/company-logo_400_400/company-logo_400_400/0/1688397792617/loral_logo?e=1740614400&v=beta&t=QWSHEVb7QR55tQwgwI9NuYSCGaxunfYkvMMyYZYVzKM,L'Oréal,"Levallois-Perret, Île-de-France, France",Hybrid,20/11/2024,3 school alumni work here
112,https://www.linkedin.com/jobs/view/4044593494/,4044593494,CDI - Data Analyst VAD H/F/X - YVES ROCHER,https://www.linkedin.com/company/groupe-rocher/,6091,https://media.licdn.com/dms/image/v2/D4E0BAQG_hyYJ3Akp9A/company-logo_400_400/company-logo_400_400/0/1680708949631/groupe_rocher_logo?e=1740614400&v=beta&t=wMJJEMSzsH_Iogfe0-X7tBXbBibhvKEzzfrubiGWhuE,Groupe Rocher,"Issy-les-Moulineaux, Île-de-France, France",Hybrid,04/11/2024,
113,https://www.linkedin.com/jobs/view/4030857618/,4030857618,Data Analyst - Compliance H/F,https://www.linkedin.com/company/credit-agricole-cib/,2579,https://media.licdn.com/dms/image/v2/C560BAQFiImKPuPmuAw/company-logo_400_400/company-logo_400_400/0/1630596449741/credit_agricole_cib_logo?e=1740614400&v=beta&t=7mzF2JFwOrcdn7gIeQaaUws5cEFojctxx3_OxHgW2n4,Crédit Agricole CIB,"Montrouge, Île-de-France, France",Hybrid,25/11/2024,
114,https://www.linkedin.com/jobs/view/4071553663/,4071553663,Data analyst/Analyste de données,https://www.linkedin.com/company/direction-de-l-immobilier-de-l-etat/,18890430,https://media.licdn.com/dms/image/v2/C4D0BAQHR9HgwzckNAA/company-logo_400_400/company-logo_400_400/0/1630574169350/direction_de_l_immobilier_de_l_etat_logo?e=1740614400&v=beta&t=2HgSRJZCglJSMjfx4M3DfuzP3U2d3hmP_1lqJiTCoug,Direction de l'immobilier de l'État (DIE),"Paris, Île-de-France, France",Hybrid,08/11/2024,
115,https://www.linkedin.com/jobs/view/4026542655/,4026542655,STAGE - DATA ANALYST F/H,https://www.linkedin.com/company/cdiscount/,38727,https://media.licdn.com/dms/image/v2/D4D0BAQGaTvwTr6qDlg/company-logo_400_400/company-logo_400_400/0/1720201028148/cdiscount_logo?e=1740614400&v=beta&t=lN2osKGPlrfu6zylTwP6HZC3ND9EJD8j6wQgX66ahho,Cdiscount,"Bordeaux, Nouvelle-Aquitaine, France",Hybrid,21/11/2024,3 connections work here
116,https://www.linkedin.com/jobs/view/4064427998/,4064427998,CDI - Data Analyst Engagement TF1+ F/H,https://www.linkedin.com/company/groupetf1/,6240,https://media.licdn.com/dms/image/v2/C4E0BAQGJLrzdqpvnIg/company-logo_400_400/company-logo_400_400/0/1634627566181/groupetf1_logo?e=1740614400&v=beta&t=dbRMmoWE1ytetYB6RcORhwmtF8a7LiURBSbbTZOuWis,Groupe TF1,"Boulogne-Billancourt, Île-de-France, France",Hybrid,31/10/2024,1 connection works here
117,https://www.linkedin.com/jobs/view/4076200783/,4076200783,Data Analyst,https://www.linkedin.com/company/electra-charge/,71246795,https://media.licdn.com/dms/image/v2/D4E0BAQFcHhdabQxR2A/company-logo_400_400/company-logo_400_400/0/1695126394492/electra_charge_logo?e=1740614400&v=beta&t=0YM3QVLlWqC0ff8IYHC1fJEOe_lkKHz1F1dbHSb6PGE,Electra,"Paris, Île-de-France, France",Hybrid,16/11/2024,1 school alum works here
118,https://www.linkedin.com/jobs/view/4065544196/,4065544196,Data Analyst & Visualization Expert,https://www.linkedin.com/company/sensewaves/,5180066,https://media.licdn.com/dms/image/v2/C4E0BAQGT6-o8QO-ZdQ/company-logo_400_400/company-logo_400_400/0/1630602391216/sensewaves_logo?e=1740614400&v=beta&t=7H7MJUbWEUGtpphBHhGj88XK0-QvZcCEi-noXrBs-JM,Sensewaves,"Paris, Île-de-France, France",Hybrid,01/11/2024,
119,https://www.linkedin.com/jobs/view/4081559501/,4081559501,Data Analyst,https://www.linkedin.com/company/officialphantombuster/,82483466,https://media.licdn.com/dms/image/v2/C4E0BAQEgcChKyqsTfA/company-logo_400_400/company-logo_400_400/0/1669796049478/officialphantombuster_logo?e=1740614400&v=beta&t=euzFACJx_UsopAtJXf-pWM55yVTdQH7km2PWu0xG6pM,PhantomBuster,"Paris, Île-de-France, France",Remote,24/11/2024,
120,https://www.linkedin.com/jobs/view/4068140666/,4068140666,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Paris, Île-de-France, France",Remote,04/11/2024,
121,https://www.linkedin.com/jobs/view/4081456531/,4081456531,Data Analyst - Paris & Dakar / Abidjan,https://www.linkedin.com/company/optimetriks/,9247572,https://media.licdn.com/dms/image/v2/C4E0BAQEbCP_i2MX-3A/company-logo_400_400/company-logo_400_400/0/1630655396005/optimetriks_logo?e=1740614400&v=beta&t=HiazMVnUCDsphftTDgGijKsXZJ90mCGvhBSuR6Hc1IA,FieldPro (By Optimetriks),"Paris, Île-de-France, France",Hybrid,20/11/2024,
122,https://www.linkedin.com/jobs/view/4081158294/,4081158294,Principal Statistician,https://www.linkedin.com/company/warman-o-brien-limited/,25055593,https://media.licdn.com/dms/image/v2/D4D0BAQH5du38iM0A_w/company-logo_400_400/company-logo_400_400/0/1719830958661/warman_o_brien_limited_logo?e=1740614400&v=beta&t=z24dHqGXU4gADg9XIKt-abWt27URoV8iGy-tLwcxXl4,Warman O'Brien,France,Remote,22/11/2024,
123,https://www.linkedin.com/jobs/view/4064437169/,4064437169,CDI - Data Analyst Growth et Monétisation TF1+ F/H,https://www.linkedin.com/company/groupetf1/,6240,https://media.licdn.com/dms/image/v2/C4E0BAQGJLrzdqpvnIg/company-logo_400_400/company-logo_400_400/0/1634627566181/groupetf1_logo?e=1740614400&v=beta&t=dbRMmoWE1ytetYB6RcORhwmtF8a7LiURBSbbTZOuWis,Groupe TF1,"Boulogne-Billancourt, Île-de-France, France",Hybrid,31/10/2024,1 connection works here
124,https://www.linkedin.com/jobs/view/4076611922/,4076611922,Data Analyst,https://www.linkedin.com/company/allianz-partners/,2255755,https://media.licdn.com/dms/image/v2/C4D0BAQGB04utzqc3Sw/company-logo_400_400/company-logo_400_400/0/1631310144228?e=1740614400&v=beta&t=iVeI0XYoV1m_B0POJHwBWHIxobL0PGfr7xIlDvecayM,Allianz Partners,"St.-Ouen, Île-de-France, France",Hybrid,18/11/2024,1 connection works here
125,https://www.linkedin.com/jobs/view/4075899919/,4075899919,Data Analyst - CDI,https://www.linkedin.com/company/cabaia/,11013522,https://media.licdn.com/dms/image/v2/D4E0BAQGoqi4Gi-ocNg/company-logo_400_400/company-logo_400_400/0/1706009150920/cabaia_logo?e=1740614400&v=beta&t=5iR0xqevtAdASen0BysOEX-QIBKsS4rUbIMT72gxws4,CABAIA,"Paris, Île-de-France, France",Hybrid,16/11/2024,
126,https://www.linkedin.com/jobs/view/3960766209/,3960766209,DATA ANALYST F/H,https://www.linkedin.com/company/cdiscount/,38727,https://media.licdn.com/dms/image/v2/D4D0BAQGaTvwTr6qDlg/company-logo_400_400/company-logo_400_400/0/1720201028148/cdiscount_logo?e=1740614400&v=beta&t=lN2osKGPlrfu6zylTwP6HZC3ND9EJD8j6wQgX66ahho,Cdiscount,"Bordeaux, Nouvelle-Aquitaine, France",Hybrid,24/11/2024,3 connections work here
127,https://www.linkedin.com/jobs/view/4076756167/,4076756167,Chargé de projet DATA et statistiques - Data analyst (F/H),https://www.linkedin.com/company/macif/,27537,https://media.licdn.com/dms/image/v2/C4E0BAQHCR41jviZy_Q/company-logo_400_400/company-logo_400_400/0/1640701104161/macif_logo?e=1740614400&v=beta&t=j23gYaCV_gf9OOCW0IyJQrphG7dSy9nbXcv4LZdA8Lo,MACIF,"Niort, Nouvelle-Aquitaine, France",Hybrid,18/11/2024,1 connection works here
128,https://www.linkedin.com/jobs/view/4080063877/,4080063877,Data Analyst,https://www.linkedin.com/company/catalina-marketing/,6133,https://media.licdn.com/dms/image/v2/D560BAQEryqKCdrr3Hg/company-logo_400_400/company-logo_400_400/0/1719843851648/catalina_marketing_logo?e=1740614400&v=beta&t=KByYFfhhJUnKC2m5yGMMzpPCaMkeBEIU9L34nFJqD2E,Catalina USA,"Boulogne-Billancourt, Île-de-France, France",Hybrid,21/11/2024,
129,https://www.linkedin.com/jobs/view/4083862967/,4083862967,Analytics & CRO Senior Consultant,https://www.linkedin.com/company/amadeus/,2780,https://media.licdn.com/dms/image/v2/D4D0BAQG4fET5G1jx8w/company-logo_400_400/company-logo_400_400/0/1698053556150/amadeus_logo?e=1740614400&v=beta&t=Vo3ODKLvI-hOK8ET0hoJjz8sCPt5MuCOBJUJ9EHGwG0,Amadeus,"Nice, Provence-Alpes-Côte d'Azur, France",Hybrid,25/11/2024,1 school alum works here
130,https://www.linkedin.com/jobs/view/4079958939/,4079958939,Data analyst (PowerBI),https://www.linkedin.com/company/proxiadfrance/,10383040,https://media.licdn.com/dms/image/v2/D4E0BAQG8YBPjPE_ymA/company-logo_400_400/company-logo_400_400/0/1667554872229/proxiadfrance_logo?e=1740614400&v=beta&t=rhV8bxMt_9OFiasA5KPEvOd64_Db5DAUO9JZUw9wXaQ,PROXIAD,Greater Nantes Metropolitan Area,Hybrid,19/11/2024,Applicant review time is typically 4 days
131,https://www.linkedin.com/jobs/view/4072113539/,4072113539,Game Data Analyst - All in Hole,https://www.linkedin.com/company/homa-games/,18651861,https://media.licdn.com/dms/image/v2/C4E0BAQHL7CaOw9-IJA/company-logo_400_400/company-logo_400_400/0/1673518085687/homa_games_logo?e=1740614400&v=beta&t=YKXC2cgEf1EwFu_13d_ZWfHVW-dGvo94Od99wUxwyAI,Homa,"Paris, Île-de-France, France",Remote,08/11/2024,
132,https://www.linkedin.com/jobs/view/4077179694/,4077179694,Data analyst expérimenté F/H,https://www.linkedin.com/company/urssaf-caisse-nationale/,71499886,https://media.licdn.com/dms/image/v2/C4D0BAQEZTXI0KBSHgw/company-logo_400_400/company-logo_400_400/0/1630484746017/urssaf_caisse_nationale_logo?e=1740614400&v=beta&t=Q-melzlS2j0LdnhdAI92L9-Le2X2HIFzxgCn9aWvfj8,Urssaf Caisse nationale,Greater Caen Area,Hybrid,18/11/2024,1 connection works here
133,https://www.linkedin.com/jobs/view/4075607225/,4075607225,Business & Data Analyst (F/H),https://www.linkedin.com/company/carrefour/,3046,https://media.licdn.com/dms/image/v2/D4E0BAQGeR7V4H_Kzgg/company-logo_400_400/company-logo_400_400/0/1687773869036/carrefour_logo?e=1740614400&v=beta&t=dG8sAdUPa0UHjrCSrB1UgV4yF3b7gOZJM9YAy7Q0ZhE,Carrefour,"Massy, Île-de-France, France",Hybrid,15/11/2024,3 connections work here
134,https://www.linkedin.com/jobs/view/4085599390/,4085599390,Lead Marketing Data Analyst,https://www.linkedin.com/company/gameloft/,157355,https://media.licdn.com/dms/image/v2/D4E0BAQFFGjiHZrfKaA/company-logo_400_400/company-logo_400_400/0/1709892270210/gameloft_logo?e=1740614400&v=beta&t=jeoGeMQfl05vZWihcMYkQKvqQHsOczT_4lt0uGmhW2Y,Gameloft,"Paris, Île-de-France, France",Hybrid,26/11/2024,
135,https://www.linkedin.com/jobs/view/4077535281/,4077535281,Data Analyst - Expert Tableau (H/F),https://www.linkedin.com/company/exomind-fr/,13977441,https://media.licdn.com/dms/image/v2/D4E0BAQEvuo9FisE8qA/company-logo_400_400/company-logo_400_400/0/1707303584797/exomind_fr_logo?e=1740614400&v=beta&t=vMqYiMfkLyzmWlByNcMWMYJt3epBLry3wNcG7jce_G4,EXOMIND,"Île-de-France, France",Hybrid,18/11/2024,
136,https://www.linkedin.com/jobs/view/3915449705/,3915449705,Alternance Chargé de projets Data & Analyste de données (H/F),https://www.linkedin.com/company/allianz-france/,3551273,https://media.licdn.com/dms/image/v2/D4E0BAQHdlyOViSoRtg/company-logo_400_400/company-logo_400_400/0/1720624651005/allianz_france_logo?e=1740614400&v=beta&t=6G2QldN48gTVaqA0QaGLdk9O0y-qkAhI8iP6JJT4Ato,Allianz France,"Paris, Île-de-France, France",Hybrid,23/11/2024,1 school alum works here
137,https://www.linkedin.com/jobs/view/4036496878/,4036496878,STAGE - Data Analyst - F/H,https://www.linkedin.com/company/thales/,1951,https://media.licdn.com/dms/image/v2/C4D0BAQEmnUAXTuLkJQ/company-logo_400_400/company-logo_400_400/0/1631366051478/thales_logo?e=1740614400&v=beta&t=sSex6YqCmU0t3-y-UNO1GiZ000FismeGpDPKiSRxu0k,Thales,"Saint-Jean-de-Moirans, Auvergne-Rhône-Alpes, France",Hybrid,09/11/2024,1 company alum works here
138,https://www.linkedin.com/jobs/view/4073022711/,4073022711,Stage - Data Analyst H/F,https://www.linkedin.com/company/caisse-d%27epargne-normandie/,1701255,https://media.licdn.com/dms/image/v2/D4E0BAQGOx0cxcCY22Q/company-logo_400_400/company-logo_400_400/0/1730382437719/caisse_depargne_normandie_logo?e=1740614400&v=beta&t=S9-f77RDWgobX9qR1TigOW6G0fmGPoDVJGEsvXVr93U,Caisse d'Epargne Normandie,"Rouen, Normandy, France",Hybrid,12/11/2024,1 school alum works here
139,https://www.linkedin.com/jobs/view/4079495446/,4079495446,CDI - Data Analyst H/F/X - YVES ROCHER,https://www.linkedin.com/company/groupe-rocher/,6091,https://media.licdn.com/dms/image/v2/D4E0BAQG_hyYJ3Akp9A/company-logo_400_400/company-logo_400_400/0/1680708949631/groupe_rocher_logo?e=1740614400&v=beta&t=wMJJEMSzsH_Iogfe0-X7tBXbBibhvKEzzfrubiGWhuE,Groupe Rocher,"Issy-les-Moulineaux, Île-de-France, France",Hybrid,21/11/2024,
140,https://www.linkedin.com/jobs/view/4012178439/,4012178439,DATA ANALYST/ SCIENTIST - F/H,https://www.linkedin.com/company/thales/,1951,https://media.licdn.com/dms/image/v2/C4D0BAQEmnUAXTuLkJQ/company-logo_400_400/company-logo_400_400/0/1631366051478/thales_logo?e=1740614400&v=beta&t=sSex6YqCmU0t3-y-UNO1GiZ000FismeGpDPKiSRxu0k,Thales,"Pecqueuse, Île-de-France, France",Hybrid,22/11/2024,1 company alum works here
141,https://www.linkedin.com/jobs/view/4068447100/,4068447100,Data Analyst,https://www.linkedin.com/company/ornikar/,5403309,https://media.licdn.com/dms/image/v2/D4E0BAQEHPAaz88oR1g/company-logo_400_400/company-logo_400_400/0/1721834594632/ornikar_logo?e=1740614400&v=beta&t=MeBhP9YWvXMTpwgfPWQl8jnE1gCewB8TSSapf-qRIfU,Ornikar,"Paris, Île-de-France, France",Hybrid,04/11/2024,
142,https://www.linkedin.com/jobs/view/4081823082/,4081823082,Data Analyst H/F,https://www.linkedin.com/company/labelium/,116977,https://media.licdn.com/dms/image/v2/C4E0BAQG1GN5wpgIuUg/company-logo_400_400/company-logo_400_400/0/1673279857631/labelium_logo?e=1740614400&v=beta&t=ppb1hEvOm_IoLh3N704DZ_ixpI8NGK9WnQ-HpWgevx0,Labelium,"Paris, Île-de-France, France",Hybrid,21/11/2024,
143,https://www.linkedin.com/jobs/view/4043195545/,4043195545,Junior Data Analyst | MySQL & PowerBI (1y contract | Remote),https://www.linkedin.com/company/iubenda/,5045602,https://media.licdn.com/dms/image/v2/C4E0BAQHaG10LecH9jQ/company-logo_400_400/company-logo_400_400/0/1631378816119/iubenda_logo?e=1740614400&v=beta&t=pBCRA0Bp0mtF0jWpYC13mODJpOyU1f_TvpHx8-1BtDA,iubenda,European Union,Remote,19/11/2024,
144,https://www.linkedin.com/jobs/view/4062755920/,4062755920,Senior Data Analyst,https://www.linkedin.com/company/radicalstorage/,10981994,https://media.licdn.com/dms/image/v2/C4D0BAQHiVJ55T34fTw/company-logo_400_400/company-logo_400_400/0/1630575654573/bagbnb_logo?e=1740614400&v=beta&t=RhNOgS4peywlAwj9e5XXeqeJmWdDty1v9_8X8nh5ccY,Radical Storage,European Union,Remote,30/10/2024,Response time is typically 4 days
145,https://www.linkedin.com/jobs/view/4036882115/,4036882115,Game Data Analyst,https://www.linkedin.com/company/gameplay-galaxy/,85869623,https://media.licdn.com/dms/image/v2/C4E0BAQFUO_aYWQii2Q/company-logo_400_400/company-logo_400_400/0/1651687700171/gameplay_galaxy_logo?e=1740614400&v=beta&t=ZVf8DFURnq0GVjSXJfpoHDf3Xa8c2EIaRHoJPVFEzxk,Gameplay Galaxy,European Economic Area,Remote,15/11/2024,
146,https://www.linkedin.com/jobs/view/4079948020/,4079948020,BI Consultant,https://www.linkedin.com/company/trimane/,1680305,https://media.licdn.com/dms/image/v2/D4E0BAQFsc-ITsttgZA/company-logo_400_400/company-logo_400_400/0/1718885429220/trimane_logo?e=1740614400&v=beta&t=FNnpYBoVmiZzMijjFarPVGJuWjGBSH_Oou2yjosTncE,TRIMANE | Expert BI et Big Data,"Paris, Île-de-France, France",Hybrid,19/11/2024,
147,https://www.linkedin.com/jobs/view/4085811992/,4085811992,Data Analyst,https://www.linkedin.com/company/equativ/,202220,https://media.licdn.com/dms/image/v2/C560BAQEYRYirV03Gew/company-logo_400_400/company-logo_400_400/0/1654685540077/smartadserver_logo?e=1740614400&v=beta&t=DGhP52ZVwql8p1u_1nEAv3A10fs7G3ktBMrMNxsBIz0,Equativ,"Paris, Île-de-France, France",Hybrid,26/11/2024,
148,https://www.linkedin.com/jobs/view/4073423168/,4073423168,Data Analyst H/F,https://www.linkedin.com/company/jems-group/,102875,https://media.licdn.com/dms/image/v2/C560BAQEgsPEnzbGNSw/company-logo_400_400/company-logo_400_400/0/1642668012637/jems_group_logo?e=1740614400&v=beta&t=fahYyKxDJwi55E7fmoR9yaDSvt7cqFSqMyoto1Uav1o,Jems Group,"Levallois-Perret, Île-de-France, France",Hybrid,13/11/2024,1 school alum works here
149,https://www.linkedin.com/jobs/view/4083346614/,4083346614,Consultant Data & IA pour la fonction finance,https://www.linkedin.com/company/nexia-sa/,1290363,https://media.licdn.com/dms/image/v2/D4E0BAQFKX_M_sRvQVg/company-logo_400_400/company-logo_400_400/0/1690373169204/aca_nexia_logo?e=1740614400&v=beta&t=aIJZf0d-xWfN6oSoQRQ_dlRg5_9o4f-smtqq6OIvD_c,Nexia S&A,"Paris, Île-de-France, France",Hybrid,26/11/2024,
150,https://www.linkedin.com/jobs/view/4071928886/,4071928886,REMOTE WORK - Online Data Analyst,https://www.linkedin.com/company/telus-digital/,1258653,https://media.licdn.com/dms/image/v2/D560BAQEo2Kofedd9rg/company-logo_400_400/company-logo_400_400/0/1719936181768/telus_international_logo?e=1740614400&v=beta&t=YbGG8uGvy45aajDW3yvR3yMwMmQgpxjKx7KchLaMykY,TELUS Digital,France,Remote,08/11/2024,
151,https://www.linkedin.com/jobs/view/4068141516/,4068141516,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Nantes, Pays de la Loire, France",Remote,04/11/2024,
152,https://www.linkedin.com/jobs/view/4083203210/,4083203210,Business Data Analyst,https://www.linkedin.com/company/accor/,3055,https://media.licdn.com/dms/image/v2/D4E0BAQHI9JxQilA6Qw/company-logo_400_400/company-logo_400_400/0/1720184954641/accor_logo?e=1740614400&v=beta&t=f-2HVCFV2pY5qQULSvJcdUTa0lA4_ky6rC5xl1T1zWY,Accor,"Nanterre, Île-de-France, France",Hybrid,26/11/2024,1 connection works here
153,https://www.linkedin.com/jobs/view/4068273942/,4068273942,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Rennes, Brittany, France",Remote,04/11/2024,
154,https://www.linkedin.com/jobs/view/4083349459/,4083349459,Data Analytics & BI Specialist,https://www.linkedin.com/company/betting-jobs/,88469,https://media.licdn.com/dms/image/v2/D4E0BAQEgCaYZPOU4Pw/company-logo_400_400/company-logo_400_400/0/1686837895270/betting_jobs_logo?e=1740614400&v=beta&t=qhxqfifOqg_8jyeER4zlEYFh3oEIvFy3cvYcwz4aCw4,BettingJobs,European Union,Remote,26/11/2024,Response time is typically 4 days
155,https://www.linkedin.com/jobs/view/4068137877/,4068137877,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Toulouse, Occitanie, France",Remote,04/11/2024,
156,https://www.linkedin.com/jobs/view/4068437975/,4068437975,Data Analyst H/F,https://www.linkedin.com/company/jems-group/,102875,https://media.licdn.com/dms/image/v2/C560BAQEgsPEnzbGNSw/company-logo_400_400/company-logo_400_400/0/1642668012637/jems_group_logo?e=1740614400&v=beta&t=fahYyKxDJwi55E7fmoR9yaDSvt7cqFSqMyoto1Uav1o,Jems Group,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,04/11/2024,1 school alum works here
157,https://www.linkedin.com/jobs/view/4066396732/,4066396732,Data Science Intern & PhD,https://www.linkedin.com/company/cybelangel/,3546919,https://media.licdn.com/dms/image/v2/C560BAQFgjTrbLccYjw/company-logo_400_400/company-logo_400_400/0/1657200423421/cybelangel_logo?e=1740614400&v=beta&t=8Ort3VsZFpJsozSPg7tbbNZZoKEfOG9Gmd8QXs7jgKY,CybelAngel,"Paris, Île-de-France, France",Hybrid,04/11/2024,
158,https://www.linkedin.com/jobs/view/4078597930/,4078597930,Data Analyst (f/m/d),https://www.linkedin.com/company/hsbc/,1241,https://media.licdn.com/dms/image/v2/D4E0BAQGF7uhTJxFBvQ/img-crop_100/img-crop_100/0/1717419425342?e=1740614400&v=beta&t=QfEzSDfuqCbQFAtm2aqth4KU0sJLhckYWyAIXkiANNI,HSBC,"Paris, Île-de-France, France",Hybrid,17/11/2024,1 school alum works here
159,https://www.linkedin.com/jobs/view/4077657534/,4077657534,Consultant BI H/F,https://www.linkedin.com/company/hays/,3486,https://media.licdn.com/dms/image/v2/D4E0BAQEv3QBJew9V4A/company-logo_400_400/company-logo_400_400/0/1719821230020/hays_logo?e=1740614400&v=beta&t=lFtuHavsFdW-Oph3f2EmNTsw5V2vyK0b53kZ8Ilki2I,Hays,"Strasbourg, Grand Est, France",Hybrid,19/11/2024,1 connection works here
160,https://www.linkedin.com/jobs/view/4051511427/,4051511427,STAGE - Data Analyst Obsolescence - F/H,https://www.linkedin.com/company/thales/,1951,https://media.licdn.com/dms/image/v2/C4D0BAQEmnUAXTuLkJQ/company-logo_400_400/company-logo_400_400/0/1631366051478/thales_logo?e=1740614400&v=beta&t=sSex6YqCmU0t3-y-UNO1GiZ000FismeGpDPKiSRxu0k,Thales,"Élancourt, Île-de-France, France",Hybrid,25/11/2024,4 connections work here
161,https://www.linkedin.com/jobs/view/4068137869/,4068137869,Marketing Data Analyst,https://www.linkedin.com/company/canonical/,234280,https://media.licdn.com/dms/image/v2/C560BAQEbIYAkAURcYw/company-logo_400_400/company-logo_400_400/0/1650566107463/canonical_logo?e=1740614400&v=beta&t=bS29CSXGnxCnxNwhudd5ZVPhLGkcgSzW2JuuJlON_OI,Canonical,"Lyon, Auvergne-Rhône-Alpes, France",Remote,04/11/2024,
162,https://www.linkedin.com/jobs/view/4071943810/,4071943810,Data analyst (H/F),,,,PIERRE et VACANCES-CENTER PARCS,"Île-de-France, France",Hybrid,07/11/2024,
163,https://www.linkedin.com/jobs/view/4069926954/,4069926954,Stage - Data Analyst (H/F),https://www.linkedin.com/company/equancy/,55072,https://media.licdn.com/dms/image/v2/C4D0BAQE3K_Pfggv3qg/company-logo_400_400/company-logo_400_400/0/1630518460518/equancy_logo?e=1740614400&v=beta&t=Y2vrAKq0EwTsMQPT0zJG6K1pJDCvVH2q9gbjmSkn64o,Equancy | Groupe EDG,"Paris, Île-de-France, France",Hybrid,05/11/2024,
164,https://www.linkedin.com/jobs/view/4087208936/,4087208936,Data Analyst (h/f),https://www.linkedin.com/company/emagine/,30899,https://media.licdn.com/dms/image/v2/C4E0BAQHQ7y_qNa7wcQ/company-logo_400_400/company-logo_400_400/0/1662967938153/prodata_consult_30899_logo?e=1740614400&v=beta&t=D4Q6myVnOWhi1mGjUhfzwD5-wmqVe3RAPhEvE9SwCLw,emagine,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,25/11/2024,
165,https://www.linkedin.com/jobs/view/4064820045/,4064820045,Data Analyst,https://www.linkedin.com/company/revpanda/,67350362,https://media.licdn.com/dms/image/v2/D4D0BAQEMSOr0k4jduA/company-logo_400_400/company-logo_400_400/0/1726676548507/revpanda_logo?e=1740614400&v=beta&t=yCT-W-7pkKicgG7keH-fM8Bq2KnwgTCDPqk4UC5g8PQ,Revpanda Group,European Union,Remote,04/11/2024,Response time is typically 4 days
166,https://www.linkedin.com/jobs/view/4075948223/,4075948223,Data Analyst,https://www.linkedin.com/company/allianz-partners/,2255755,https://media.licdn.com/dms/image/v2/C4D0BAQGB04utzqc3Sw/company-logo_400_400/company-logo_400_400/0/1631310144228?e=1740614400&v=beta&t=iVeI0XYoV1m_B0POJHwBWHIxobL0PGfr7xIlDvecayM,Allianz Partners,"St.-Ouen, Île-de-France, France",Hybrid,18/11/2024,1 connection works here
167,https://www.linkedin.com/jobs/view/4064998706/,4064998706,CDI - Digital Analyst (H/F),https://www.linkedin.com/company/groupe-la-voix/,10020643,https://media.licdn.com/dms/image/v2/D4E0BAQETkwRy8U4D8g/company-logo_400_400/company-logo_400_400/0/1708957989300/groupe_la_voix_logo?e=1740614400&v=beta&t=bgmelVB44523MysLfCoyqfQZEvFiWbLIY1aWiOLgKSg,Groupe Rossel La Voix,"Lille, Hauts-de-France, France",Hybrid,31/10/2024,1 school alum works here
168,https://www.linkedin.com/jobs/view/4076473472/,4076473472,Data Scientist / Analyst SAP-BO Senior F/H/X,https://www.linkedin.com/company/amaris/,72327,https://media.licdn.com/dms/image/v2/D4D0BAQHsB8-V6fxAMA/company-logo_400_400/company-logo_400_400/0/1729584227309/amaris_logo?e=1740614400&v=beta&t=SehTI7_Tvs8c0Tqpbpulr5Rsh6C3anT14uc6kTShx40,Amaris Consulting,Greater Paris Metropolitan Region,Hybrid,14/11/2024,3 school alumni work here
