Position,Job URL,Job ID,Job Title,Company URL,Company ID,Company Logo,Company Name,Location,Work Type,Posted Date,Response Time
228,https://www.linkedin.com/jobs/view/4070833076/,4070833076,Data Analyst Sénior F/H,https://www.linkedin.com/company/thales/,1951,https://media.licdn.com/dms/image/v2/C4D0BAQEmnUAXTuLkJQ/company-logo_400_400/company-logo_400_400/0/1631366051478/thales_logo?e=1740614400&v=beta&t=sSex6YqCmU0t3-y-UNO1GiZ000FismeGpDPKiSRxu0k,Thales,"Élancourt, Île-de-France, France",Hybrid,26/11/2024,4 connections work here
229,https://www.linkedin.com/jobs/view/4069725289/,4069725289,STAGE - Data analyst IT (F/H) - PARIS,https://www.linkedin.com/company/bpce-solutions-informatiques/,79482948,https://media.licdn.com/dms/image/v2/D4E0BAQFgBW0lBb9BAw/company-logo_400_400/company-logo_400_400/0/1718386875950/bpce_solutions_informatiques_logo?e=1740614400&v=beta&t=BZxNVmikuGxfPQ4RpHp11t5DUSPZ0yzp_Qbn3ADBjXo,BPCE Solutions informatiques,"Paris, Île-de-France, France",Hybrid,08/11/2024,3 connections work here
230,https://www.linkedin.com/jobs/view/4075991120/,4075991120,DATA ANALYST (H/F),https://www.linkedin.com/company/ayming/,14903,https://media.licdn.com/dms/image/v2/C4D0BAQG1-BtwASRRew/company-logo_400_400/company-logo_400_400/0/1647963364293/ayming_logo?e=1740614400&v=beta&t=9FqpKaEc2bUtjo3Oz3TGRJJ59aSZzLRpEKFcPIHtjy8,Ayming,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,14/11/2024,2 school alumni work here
231,https://www.linkedin.com/jobs/view/4086720572/,4086720572,Data Analyst - Finance (F/H),https://www.linkedin.com/company/koesio-cit/,84700,https://media.licdn.com/dms/image/v2/C4D0BAQEHy2rdUfJmmg/company-logo_400_400/company-logo_400_400/0/1632058279974?e=1740614400&v=beta&t=AscJsGgpnDikLFA0-vEZz4HS4qMBJS7jvXJXmaXfx0E,QUADRIA,"Le Haillan, Nouvelle-Aquitaine, France",Hybrid,28/11/2024,
232,https://www.linkedin.com/jobs/view/4077666078/,4077666078,Ingénieur Data Analyst EnR F/H,https://www.linkedin.com/company/vensolair/,73430122,https://media.licdn.com/dms/image/v2/C4D0BAQHhUeWTI08rNw/company-logo_400_400/company-logo_400_400/0/1630575263873/vensolair_logo?e=1740614400&v=beta&t=LlmoGh2NPPRFaIIUDDtFZZ_vRYgrsHgWgkhIWCDMyUs,Vensolair,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,19/11/2024,
233,https://www.linkedin.com/jobs/view/4079945250/,4079945250,Consultant Power BI confirmé(e) / sénior,https://www.linkedin.com/company/trimane/,1680305,https://media.licdn.com/dms/image/v2/D4E0BAQFsc-ITsttgZA/company-logo_400_400/company-logo_400_400/0/1718885429220/trimane_logo?e=1740614400&v=beta&t=FNnpYBoVmiZzMijjFarPVGJuWjGBSH_Oou2yjosTncE,TRIMANE | Expert BI et Big Data,"Toulouse, Occitanie, France",Hybrid,19/11/2024,
234,https://www.linkedin.com/jobs/view/4085848632/,4085848632,Consultant(e) PowerBI Expert F/H,https://www.linkedin.com/company/tietalent/,11010661,https://media.licdn.com/dms/image/v2/D4D0BAQFEl92phgHiqQ/company-logo_400_400/company-logo_400_400/0/1704358607143/tietalent_logo?e=1740614400&v=beta&t=GZI8IRpBwrI4UnaF8xGBfw36dm4PqcuqXToBK2mibMw,TieTalent,"Paris, Île-de-France, France",Hybrid,28/11/2024,
235,https://www.linkedin.com/jobs/view/4084141063/,4084141063,Senior Quantitative Researcher,https://www.linkedin.com/company/algo-hunt/,102235805,https://media.licdn.com/dms/image/v2/D4D0BAQFOmyorKGTNHw/company-logo_400_400/company-logo_400_400/0/1728990806640/algo_hunt_logo?e=1740614400&v=beta&t=Usv_aE2-PMyiZcuwn0PFwfv5HCVfHT_SOViY8UB21Kk,Algo-Hunt,EMEA,Remote,28/11/2024,
236,https://www.linkedin.com/jobs/view/4072204242/,4072204242,Analyste Quant expérimenté.e Model Performance – Méthode Quantitative H/F,https://www.linkedin.com/company/bnp-paribas/,1508,https://media.licdn.com/dms/image/v2/C4E0BAQGaPfduOoKCJA/company-logo_400_400/company-logo_400_400/0/1669711365932/bnp_paribas_logo?e=1740614400&v=beta&t=SoGCBEJWoUCp8rDo3vmOLXfyV0JeSPuLWubU1lM4YHI,BNP Paribas,"Paris, Île-de-France, France",Hybrid,08/11/2024,3 connections work here
237,https://www.linkedin.com/jobs/view/4070659404/,4070659404,Consultant Talend H/F,https://www.linkedin.com/company/addixware/,10044561,https://media.licdn.com/dms/image/v2/D4E0BAQEljdIyIPkyiA/company-logo_400_400/company-logo_400_400/0/1699956240570/addixware_logo?e=1740614400&v=beta&t=RjK48K3x3ul3KWjuPu0kFiCk6Miff2v71qfbfnqHU1I,AddixGroup,"Marseille, Provence-Alpes-Côte d'Azur, France",Hybrid,09/11/2024,
238,https://www.linkedin.com/jobs/view/4086424503/,4086424503,Biostatistician for France,https://www.linkedin.com/company/ams-advanced-medical-services/,2147105,https://media.licdn.com/dms/image/v2/D4E0BAQH7SUqa47-AEg/company-logo_400_400/company-logo_400_400/0/1702387652306/ams_advanced_medical_services_logo?e=1740614400&v=beta&t=Ayy_neCGd3tkX0ERcAUqdy34rCfCqdtMomjYnRn7Eaw,𝘼𝙈𝙎 Advanced Medical Services,"Lyon, Auvergne-Rhône-Alpes, France",Hybrid,28/11/2024,Response time is typically 4 days
239,https://www.linkedin.com/jobs/view/4079360410/,4079360410,Biostatistician RWE,https://www.linkedin.com/company/isylink-life-sciences/,105498168,https://media.licdn.com/dms/image/v2/D4E0BAQFzsIwlQ1GoBA/company-logo_400_400/company-logo_400_400/0/1729854899883/isylink_life_sciences_logo?e=1740614400&v=beta&t=-UXrdkwaTyPEzmVMwU6APBll3U5uM0Vvl2v__s2VTOM,Isylink Life Sciences,Greater Paris Metropolitan Region,Hybrid,18/11/2024,Response time is typically 4 days
240,https://www.linkedin.com/jobs/view/4076153669/,4076153669,"Contrôleur de Gestion - Data Analyst F/H - Contrôle de gestion, audit (H/F)",https://www.linkedin.com/company/cogelec-intratone/,2993051,https://media.licdn.com/dms/image/v2/D4E0BAQHZWzrrxK1fwQ/company-logo_400_400/company-logo_400_400/0/1666359796822/cogelec_intratone_logo?e=1740614400&v=beta&t=pJ7k8PZbSm1QrPsXlSWwSNsx0_fantw_YKWUrJfEa-E,COGELEC,"Mortagne-sur-Sèvre, Pays de la Loire, France",Hybrid,13/11/2024,
241,https://www.linkedin.com/jobs/view/4075886339/,4075886339,Approvisionneur ou approvisionneuse en Supply-Chain data analyst Rennes,https://www.linkedin.com/company/sncf/,166019,https://media.licdn.com/dms/image/v2/D4E0BAQGBBia7w0b1JA/company-logo_400_400/company-logo_400_400/0/1715985962502/sncf_logo?e=1740614400&v=beta&t=lc-U1GLaBTQLJ0x2vFiWd-dAkCSdV3XHfg4gjgnlwQU,Groupe SNCF,"Rennes, Brittany, France",Hybrid,16/11/2024,19 school alumni work here
242,https://www.linkedin.com/jobs/view/4062427158/,4062427158,"Epidemiologist - Data Analytics, Evidera",https://www.linkedin.com/company/thermo-fisher-scientific/,3081,https://media.licdn.com/dms/image/v2/D560BAQGe2HQP4zwTlA/company-logo_400_400/company-logo_400_400/0/1688649979581/thermo_fisher_scientific_logo?e=1740614400&v=beta&t=wH-KgcgNPNQGwOzLetVwOTjmipuQmkkifzmKa8BuTfI,Thermo Fisher Scientific,France,Remote,05/11/2024,1 school alum works here
243,https://www.linkedin.com/jobs/view/4048221328/,4048221328,STAGE 2025 - Stage Analyste de données sur le déploiement de l'apprentissage (F/H),https://www.linkedin.com/company/airbus/,3211,https://media.licdn.com/dms/image/v2/C4D0BAQF29sQhBio9eg/company-logo_400_400/company-logo_400_400/0/1630499916895/airbus_logo?e=1740614400&v=beta&t=Eiwa9yWneVPZw27AoxhC67fwK7CE-ZcdeT-rVR4b1y4,Airbus Aircraft,"Toulouse, Occitanie, France",Hybrid,26/11/2024,
244,https://www.linkedin.com/jobs/view/4081143922/,4081143922,Biostatistician H/F,https://www.linkedin.com/company/ividata-ls/,11009346,https://media.licdn.com/dms/image/v2/D4E0BAQEihINI2ttjPw/company-logo_400_400/company-logo_400_400/0/1727685673153/ividata_ls_logo?e=1740614400&v=beta&t=6_zft7_yYl-Fh3zXXjWFhCCv7j8Pk_QRKKRQUOGRSLI,Ividata Life Sciences,"Paris, Île-de-France, France",Hybrid,22/11/2024,
